//X Y Z isTree
9804
-21.92526627 -6.74394321 -2.00690007 0.000000
-35.34897232 -10.87290955 -1.93821371 0.000000
-90.48123169 -27.83091927 -1.65237677 0.000000
-12.39303207 -3.85747480 -2.05574727 0.000000
-15.85913563 -4.93633986 -2.03940248 0.000000
-21.90278053 -6.81749439 -2.00692296 0.000000
-35.30885315 -10.99028873 -1.93802345 0.000000
-90.45494843 -28.15514946 -1.65361142 0.000000
-12.37647724 -3.89788580 -2.05515742 0.000000
-15.83836746 -4.98818398 -2.03887081 0.000000
-21.90289879 -6.89816618 -2.00904155 0.000000
-35.29611206 -11.11626625 -1.93935883 0.000000
-90.45056152 -28.48677826 -1.65526795 0.000000
-12.37156677 -3.94198179 -2.05652523 0.000000
-15.81887245 -5.04040527 -2.03852558 0.000000
-21.87256813 -6.96930790 -2.00839162 0.000000
-35.27384949 -11.23939037 -1.94019544 0.000000
-90.42731476 -28.81307030 -1.65660107 0.000000
-12.36111736 -3.98435330 -2.05699730 0.000000
-15.80908108 -5.09573412 -2.03945398 0.000000
-21.85691452 -7.04512930 -2.00911188 0.000000
-35.24375153 -11.36010265 -1.94062388 0.000000
-90.41639709 -29.14387703 -1.65818179 0.000000
-12.35524464 -4.02823877 -2.05825591 0.000000
-15.78577423 -5.14671087 -2.03866172 0.000000
-21.83380508 -7.11857891 -2.00917029 0.000000
-35.20281982 -11.47734165 -1.94047809 0.000000
-90.40287018 -29.47447586 -1.65973687 0.000000
-12.33877754 -4.06868744 -2.05777383 0.000000
-15.77466106 -5.20166349 -2.03946757 0.000000
-21.80895042 -7.19145823 -2.00909066 0.000000
-35.18738174 -11.60296917 -1.94176066 0.000000
-90.38584900 -29.80455589 -1.66124976 0.000000
-12.31640911 -4.10714722 -2.05632830 0.000000
-15.77514553 -5.26053047 -2.04179907 0.000000
-21.80853844 -7.27248287 -2.01128769 0.000000
-35.15439224 -11.72291946 -1.94209826 0.000000
-90.37300110 -30.13664246 -1.66286135 0.000000
-12.32382679 -4.15558672 -2.05988145 0.000000
-15.73922634 -5.30725718 -2.03944159 0.000000
-21.78393555 -7.34552956 -2.01127863 0.000000
-35.13886642 -11.84880447 -1.94342422 0.000000
-90.34909821 -30.46566010 -1.66429162 0.000000
-12.30913162 -4.19664669 -2.05976558 0.000000
-15.73308086 -5.36399984 -2.04096413 0.000000
-21.75604057 -7.41745377 -2.01098824 0.000000
-35.10537338 -11.96874428 -1.94378042 0.000000
-90.30273438 -30.78760529 -1.66532969 0.000000
-12.29162884 -4.23673391 -2.05920219 0.000000
-15.71687984 -5.41736507 -2.04120731 0.000000
-21.74696350 -7.49584103 -2.01246071 0.000000
-35.07152557 -12.08861065 -1.94413948 0.000000
-90.31248474 -31.12931442 -1.66742492 0.000000
-12.27308846 -4.27643538 -2.05848646 0.000000
-15.68825245 -5.46641493 -2.03985834 0.000000
-21.71430016 -7.56613111 -2.01177430 0.000000
-35.04099655 -12.20968533 -1.94470561 0.000000
-90.28189850 -31.45782661 -1.66879821 0.000000
-12.26173401 -4.31863594 -2.05899906 0.000000
-15.68241882 -5.52341557 -2.04149628 0.000000
-21.70816422 -7.64570856 -2.01356959 0.000000
-35.02342224 -12.33540058 -1.94601464 0.000000
-90.25582886 -31.78849220 -1.67027700 0.000000
-12.24545002 -4.35910463 -2.05870724 0.000000
-15.67076874 -5.57844114 -2.04240298 0.000000
-21.68798447 -7.72043467 -2.01408744 0.000000
-34.98324966 -12.45324993 -1.94609141 0.000000
-90.22481537 -32.11800766 -1.67168653 0.000000
-12.24664116 -4.40584850 -2.06137943 0.000000
-15.65368843 -5.63156652 -2.04262614 0.000000
-21.64582634 -7.78729677 -2.01258588 0.000000
-34.97191620 -12.58148670 -1.94779670 0.000000
-90.22257996 -32.45845032 -1.67365205 0.000000
-12.22048664 -4.44277096 -2.05947280 0.000000
-15.63740826 -5.68499660 -2.04297757 0.000000
-21.63961601 -7.86710596 -2.01444960 0.000000
-34.93565369 -12.70089436 -1.94813788 0.000000
-90.20320892 -32.79347229 -1.67532289 0.000000
-12.20624924 -4.48398590 -2.05959535 0.000000
-15.61723042 -5.73701572 -2.04284286 0.000000
-21.60265160 -7.93577051 -2.01347399 0.000000
-34.89629745 -12.81921291 -1.94832897 0.000000
-90.16350555 -33.12171555 -1.67663860 0.000000
-12.19866276 -4.52767563 -2.06086516 0.000000
-15.61575413 -5.79596901 -2.04518032 0.000000
-21.57862091 -8.00915623 -2.01372576 0.000000
-34.86656952 -12.94113445 -1.94908094 0.000000
-90.12015533 -33.44914627 -1.67790842 0.000000
-12.19045353 -4.57119036 -2.06205606 0.000000
-15.60398483 -5.85119963 -2.04619670 0.000000
-21.57230186 -8.08920670 -2.01565576 0.000000
-34.84205246 -13.06511211 -1.95014799 0.000000
-90.10427856 -33.78740311 -1.67971253 0.000000
-12.16661072 -4.60883665 -2.06062531 0.000000
-15.56506824 -5.89620686 -2.04367447 0.000000
-21.54239464 -8.16047955 -2.01540661 0.000000
-34.79610825 -13.18112183 -1.95003927 0.000000
-90.05732727 -34.11463547 -1.68096018 0.000000
-12.16306973 -4.65418720 -2.06265688 0.000000
-15.55819893 -5.95333004 -2.04538155 0.000000
-21.51831627 -8.23396301 -2.01572537 0.000000
-34.77406311 -13.30626202 -1.95129299 0.000000
-90.04416656 -34.45531464 -1.68286133 0.000000
-12.14291573 -4.69320917 -2.06189585 0.000000
-15.54063034 -6.00641870 -2.04570818 0.000000
-21.49677467 -8.30845451 -2.01630545 0.000000
-34.74857712 -13.43024540 -1.95237863 0.000000
-90.02792358 -34.79558945 -1.68472874 0.000000
-12.13445282 -4.73676157 -2.06314421 0.000000
-15.52033043 -6.05846071 -2.04569817 0.000000
-21.47127914 -8.38145161 -2.01653886 0.000000
-34.71126556 -13.54976463 -1.95282376 0.000000
-89.98587036 -35.12656403 -1.68613625 0.000000
-12.09585953 -4.76849270 -2.05928922 0.000000
-15.50199127 -6.11127567 -2.04597020 0.000000
-21.46089554 -8.46042633 -2.01821613 0.000000
-34.67823792 -13.67103577 -1.95353353 0.000000
-89.96168518 -35.46516418 -1.68790150 0.000000
-12.10944653 -4.82082224 -2.06434250 0.000000
-15.48373413 -6.16414022 -2.04627681 0.000000
-21.42684746 -8.53011894 -2.01769257 0.000000
-34.65253830 -13.79532146 -1.95468032 0.000000
-89.91460419 -35.79538727 -1.68926060 0.000000
-12.08804893 -4.85931873 -2.06346059 0.000000
-15.46805573 -6.21806002 -2.04694867 0.000000
-21.41254807 -8.60770798 -2.01905251 0.000000
-34.61218262 -13.91387653 -1.95502448 0.000000
-89.87799072 -36.13037872 -1.69083905 0.000000
-12.07117653 -4.89961290 -2.06337309 0.000000
-15.44779587 -6.27016068 -2.04703808 0.000000
-21.38274002 -8.67911625 -2.01897430 0.000000
-34.58913040 -14.03950405 -1.95637012 0.000000
-89.84542847 -36.46767807 -1.69251716 0.000000
-12.05473423 -4.94007921 -2.06338215 0.000000
-15.42956066 -6.32309675 -2.04741931 0.000000
-21.35950661 -8.75321293 -2.01954031 0.000000
-34.55058670 -14.15897179 -1.95686424 0.000000
-89.82447052 -36.81043625 -1.69443786 0.000000
-12.04233646 -4.98222017 -2.06410766 0.000000
-15.38821697 -6.36649561 -2.04475427 0.000000
-21.31866074 -8.82007027 -2.01846290 0.000000
-34.50590515 -14.27596855 -1.95703351 0.000000
-89.77053833 -37.14035034 -1.69576001 0.000000
-12.02540684 -5.02250195 -2.06408048 0.000000
-15.40430832 -6.43372536 -2.04974723 0.000000
-21.31296158 -8.90151978 -2.02073789 0.000000
-34.46648026 -14.39518547 -1.95752382 0.000000
-89.75697327 -37.48767471 -1.69786847 0.000000
-12.01525497 -5.06564045 -2.06524158 0.000000
-15.38331127 -6.48561573 -2.04983544 0.000000
-21.28616142 -8.97426128 -2.02103806 0.000000
-34.44841385 -14.52347755 -1.95925236 0.000000
-89.69345093 -37.81482697 -1.69905555 0.000000
-12.01462460 -5.11288500 -2.06806827 0.000000
-15.36763954 -6.53977776 -2.05065727 0.000000
-21.25815392 -9.04651642 -2.02124739 0.000000
-34.41070938 -14.64365387 -1.95988929 0.000000
-89.66448975 -38.15718460 -1.70092094 0.000000
-11.98256969 -5.14676285 -2.06550932 0.000000
-15.32746887 -6.58346653 -2.04823089 0.000000
-21.23187637 -9.11953259 -2.02164483 0.000000
-34.37140656 -14.76323318 -1.96045899 0.000000
-89.62675476 -38.49655914 -1.70264411 0.000000
-11.96158123 -5.18532038 -2.06487679 0.000000
-15.31483364 -6.63894892 -2.04950547 0.000000
-21.19677162 -9.18875694 -2.02122450 0.000000
-34.32181931 -14.87843800 -1.96046507 0.000000
-89.58368683 -38.83434296 -1.70428979 0.000000
-11.94635391 -5.22636986 -2.06526136 0.000000
-15.30880547 -6.69739676 -2.05169201 0.000000
-21.17395401 -9.26332188 -2.02199888 0.000000
-34.30197525 -15.00665474 -1.96219444 0.000000
-89.54094696 -39.17296600 -1.70596576 0.000000
-11.93487453 -5.26909256 -2.06631947 0.000000
-15.27641392 -6.74433851 -2.05037022 0.000000
-21.15376282 -9.33911133 -2.02304935 0.000000
-34.25766373 -15.12431431 -1.96254945 0.000000
-89.50079346 -39.51343918 -1.70771527 0.000000
-11.90969086 -5.30575895 -2.06502771 0.000000
-15.24542141 -6.79182434 -2.04925513 0.000000
-21.12835121 -9.41266537 -2.02362609 0.000000
-34.23398590 -15.25121689 -1.96411133 0.000000
-89.45525360 -39.85225296 -1.70938623 0.000000
-11.88642597 -5.34322834 -2.06408834 0.000000
-15.23962688 -6.85057163 -2.05155230 0.000000
-21.10016441 -9.48502159 -2.02396083 0.000000
-34.18410492 -15.36656189 -1.96419454 0.000000
-89.40195465 -40.18828583 -1.71093285 0.000000
-11.86243343 -5.38032532 -2.06304312 0.000000
-15.22230911 -6.90423059 -2.05232573 0.000000
-21.06959915 -9.55632782 -2.02409101 0.000000
-34.14024734 -15.48465061 -1.96464646 0.000000
-89.34910583 -40.52518082 -1.71251214 0.000000
-11.87147236 -5.43248940 -2.06777120 0.000000
-15.19953346 -6.95543861 -2.05238748 0.000000
-21.05433846 -9.63464928 -2.02571702 0.000000
-34.09595108 -15.60260391 -1.96509671 0.000000
-89.31901550 -40.87316132 -1.71455240 0.000000
-11.85924530 -5.47505617 -2.06882715 0.000000
-15.17790031 -7.00717974 -2.05262733 0.000000
-21.03311539 -9.71035576 -2.02679610 0.000000
-34.06518173 -15.72686863 -1.96635139 0.000000
-89.26260376 -41.20985413 -1.71611214 0.000000
-11.83375931 -5.51149797 -2.06759310 0.000000
-15.14015484 -7.05143070 -2.05070853 0.000000
-20.99546814 -9.77850533 -2.02631617 0.000000
-34.00712967 -15.83860493 -1.96605468 0.000000
-89.22094727 -41.55408859 -1.71798027 0.000000
-11.81419086 -5.55066299 -2.06741428 0.000000
-15.14610767 -7.11609793 -2.05473495 0.000000
-20.95391083 -9.84477901 -2.02547956 0.000000
-33.98660278 -15.96792984 -1.96795201 0.000000
-89.17109680 -41.89527130 -1.71971548 0.000000
-11.79443073 -5.58972883 -2.06722426 0.000000
-15.10382366 -7.15814781 -2.05224299 0.000000
-20.94287872 -9.92544937 -2.02761865 0.000000
-33.94492722 -16.08750343 -1.96865106 0.000000
-89.12321472 -42.23812485 -1.72151351 0.000000
-11.77873039 -5.63072729 -2.06776977 0.000000
-15.08818626 -7.21278620 -2.05339265 0.000000
-20.90623665 -9.99405861 -2.02730393 0.000000
-33.89812469 -16.20472717 -1.96907675 0.000000
-89.07874298 -42.58337402 -1.72340250 0.000000
-11.76214504 -5.67132568 -2.06818485 0.000000
-15.06335354 -7.26306105 -2.05331564 0.000000
-20.88794708 -10.07149220 -2.02879357 0.000000
-33.86150360 -16.32692146 -1.97011817 0.000000
-89.01952362 -42.92233276 -1.72503150 0.000000
-11.76416683 -5.72099209 -2.07190132 0.000000
-15.04605389 -7.31699562 -2.05429006 0.000000
-20.84152603 -10.13537216 -2.02757382 0.000000
-33.82596588 -16.44979095 -1.97124827 0.000000
-88.96630096 -43.26490402 -1.72680140 0.000000
-11.71404552 -5.74526119 -2.06645513 0.000000
-15.02500629 -7.36915159 -2.05477810 0.000000
-20.82162476 -10.21215630 -2.02895737 0.000000
-33.78131866 -16.56835747 -1.97187281 0.000000
-88.91678619 -43.61005020 -1.72866869 0.000000
-11.71169090 -5.79289961 -2.06945419 0.000000
-14.99553585 -7.41717196 -2.05413723 0.000000
-20.79025650 -10.28338814 -2.02924895 0.000000
-33.74557495 -16.69141579 -1.97304189 0.000000
-88.85768127 -43.95126343 -1.73037481 0.000000
-11.70503521 -5.83853483 -2.07172561 0.000000
-14.96988869 -7.46706104 -2.05404186 0.000000
-20.76010704 -10.35525322 -2.02968359 0.000000
-33.68221283 -16.80087090 -1.97261977 0.000000
-88.80807495 -44.29794693 -1.73229134 0.000000
-11.67557335 -5.87280703 -2.06998444 0.000000
-14.94650745 -7.51808500 -2.05428100 0.000000
-20.73057938 -10.42747021 -2.03020358 0.000000
-33.64691162 -16.92437744 -1.97386444 0.000000
-88.74095917 -44.63665390 -1.73389161 0.000000
-11.65210438 -5.91003656 -2.06932497 0.000000
-14.93445396 -7.57486963 -2.05610347 0.000000
-20.69695473 -10.49765396 -2.03034592 0.000000
-33.60785675 -17.04616356 -1.97491515 0.000000
-88.69355774 -44.98605347 -1.73590279 0.000000
-11.63781166 -5.95192909 -2.07031918 0.000000
-14.90651035 -7.62364006 -2.05576372 0.000000
-20.66556931 -10.56899738 -2.03073215 0.000000
-33.54898453 -17.15796471 -1.97482502 0.000000
-88.63387299 -45.33003998 -1.73769939 0.000000
-11.61484909 -5.98939753 -2.06979489 0.000000
-14.89445210 -7.68058157 -2.05764055 0.000000
-20.62873077 -10.63756180 -2.03060532 0.000000
-33.52157593 -17.28598022 -1.97661197 0.000000
-88.56206512 -45.66856003 -1.73928380 0.000000
-11.61180496 -6.03719854 -2.07284784 0.000000
-14.86544704 -7.72882891 -2.05720210 0.000000
-20.59849548 -10.70954990 -2.03115225 0.000000
-33.48225784 -17.40806198 -1.97772408 0.000000
-88.51193237 -46.01903915 -1.74131966 0.000000
-11.58402729 -6.07218075 -2.07151198 0.000000
-14.84412098 -7.78107500 -2.05784941 0.000000
-20.58892059 -10.79241562 -2.03376484 0.000000
-33.41841888 -17.51745415 -1.97741127 0.000000
-88.44051361 -46.35924530 -1.74296272 0.000000
-11.57431507 -6.11664629 -2.07343102 0.000000
-14.82224655 -7.83307171 -2.05844641 0.000000
-20.54201698 -10.85578346 -2.03271556 0.000000
-33.38309479 -17.64187241 -1.97881007 0.000000
-88.37876892 -46.70528030 -1.74482214 0.000000
-11.53064632 -6.14311361 -2.06928611 0.000000
-14.80263233 -7.88631010 -2.05938292 0.000000
-20.50608635 -10.92490578 -2.03277326 0.000000
-33.32738495 -17.75563240 -1.97902536 0.000000
-88.32862854 -47.05831528 -1.74693739 0.000000
-11.51580238 -6.18486404 -2.07033205 0.000000
-14.78470802 -7.94051552 -2.06058145 0.000000
-20.47927475 -10.99893188 -2.03375959 0.000000
-33.28962708 -17.87906837 -1.98033202 0.000000
-88.25703430 -47.40075684 -1.74865484 0.000000
-11.51677799 -6.23522949 -2.07425427 0.000000
-14.73628139 -7.97828197 -2.05754876 0.000000
-20.44922447 -11.07129192 -2.03445053 0.000000
-33.24627304 -17.99966431 -1.98133171 0.000000
-88.20607758 -47.75512314 -1.75080776 0.000000
-11.48155308 -6.26602840 -2.07168221 0.000000
-14.72132492 -8.03412628 -2.05921006 0.000000
-20.41783142 -11.14298058 -2.03503275 0.000000
-33.19796371 -18.11770439 -1.98206174 0.000000
-88.12520599 -48.09410858 -1.75239336 0.000000
-11.46551037 -6.30725670 -2.07259154 0.000000
-14.70904541 -8.09154701 -2.06127572 0.000000
-20.38025475 -11.21131897 -2.03502250 0.000000
-33.14292526 -18.23215103 -1.98241425 0.000000
-88.07214355 -48.44909668 -1.75455856 0.000000
-11.44180870 -6.34428167 -2.07214046 0.000000
-14.68506813 -8.14261246 -2.06172991 0.000000
-20.35717583 -11.28769684 -2.03648567 0.000000
-33.09888077 -18.35274696 -1.98344922 0.000000
-87.99628448 -48.79239273 -1.75629640 0.000000
-11.42313004 -6.38409328 -2.07262254 0.000000
-14.65652466 -8.19115448 -2.06156659 0.000000
-20.31383705 -11.35287952 -2.03594637 0.000000
-33.04738235 -18.46933174 -1.98406291 0.000000
-87.93531036 -49.14478302 -1.75835836 0.000000
-11.41637325 -6.43064404 -2.07529712 0.000000
-14.61782837 -8.23396778 -2.05999517 0.000000
-20.29528809 -11.43198204 -2.03791761 0.000000
-33.00025940 -18.58847046 -1.98496437 0.000000
-87.86199188 -49.49112701 -1.76020038 0.000000
-11.39283180 -6.46779680 -2.07494807 0.000000
-14.59140873 -8.28365326 -2.06017447 0.000000
-20.24679947 -11.49426174 -2.03690696 0.000000
-32.95392990 -18.70819664 -1.98593950 0.000000
-87.78045654 -49.83362961 -1.76190436 0.000000
-11.37580204 -6.50865889 -2.07580924 0.000000
-14.56665993 -8.33430576 -2.06061387 0.000000
-20.21189880 -11.56422615 -2.03728485 0.000000
-32.91956329 -18.83490944 -1.98766291 0.000000
-87.70920563 -50.18276978 -1.76384139 0.000000
-11.34000015 -6.53873968 -2.07326508 0.000000
-14.54997921 -8.38963985 -2.06222177 0.000000
-20.18358994 -11.63802719 -2.03835320 0.000000
-32.85429764 -18.94406319 -1.98754597 0.000000
-87.63639069 -50.53187561 -1.76577437 0.000000
-11.32557774 -6.58111906 -2.07465076 0.000000
-14.51879311 -8.43664742 -2.06179929 0.000000
-20.15773964 -11.71335220 -2.03969741 0.000000
-32.80149460 -19.06044388 -1.98820662 0.000000
-87.56624603 -50.88339996 -1.76778865 0.000000
-11.31233215 -6.62425613 -2.07628107 0.000000
-14.48673153 -8.48311520 -2.06127381 0.000000
-20.11689758 -11.78001881 -2.03954959 0.000000
-32.75439835 -19.18026543 -1.98923862 0.000000
-87.49820709 -51.23705292 -1.76987314 0.000000
-11.27651787 -6.65415668 -2.07379103 0.000000
-14.46482182 -8.53554249 -2.06221676 0.000000
-20.08939934 -11.85454655 -2.04077983 0.000000
-32.69231033 -19.29139519 -1.98938501 0.000000
-87.42078400 -51.58610153 -1.77179551 0.000000
-11.26265526 -6.69698811 -2.07535911 0.000000
-14.43465424 -8.58311844 -2.06200695 0.000000
-20.05241966 -11.92354870 -2.04107308 0.000000
-32.64926529 -19.41387177 -1.99071527 0.000000
-87.34342194 -51.93605042 -1.77374685 0.000000
-11.24543762 -6.73788738 -2.07633758 0.000000
-14.41686535 -8.63810062 -2.06359148 0.000000
-20.02144623 -11.99617577 -2.04200292 0.000000
-32.60107803 -19.53346825 -1.99175930 0.000000
-87.26644897 -52.28711700 -1.77573407 0.000000
-11.21736813 -6.77228403 -2.07533574 0.000000
-14.39149189 -8.68860435 -2.06411791 0.000000
-19.99009132 -12.06865692 -2.04292035 0.000000
-32.54827118 -19.65043259 -1.99254704 0.000000
-87.18318176 -52.63527298 -1.77762055 0.000000
-11.19054699 -6.80739069 -2.07458448 0.000000
-14.35287380 -8.73108578 -2.06276608 0.000000
-19.96193504 -12.14316654 -2.04419231 0.000000
-32.48974609 -19.76403618 -1.99300957 0.000000
-87.09889221 -52.98366547 -1.77951407 0.000000
-11.17926693 -6.85198641 -2.07674074 0.000000
-14.34930611 -8.79496384 -2.06647968 0.000000
-19.90804863 -12.20202446 -2.04285216 0.000000
-32.43604660 -19.88067436 -1.99379337 0.000000
-87.02075958 -53.33668900 -1.78156149 0.000000
-11.16324520 -6.89376163 -2.07804656 0.000000
-14.30711460 -8.83522987 -2.06465793 0.000000
-19.87150383 -12.27146816 -2.04331255 0.000000
-32.38708496 -20.00035286 -1.99489450 0.000000
-86.93804169 -53.68780136 -1.78354311 0.000000
-11.14654446 -6.93517923 -2.07925439 0.000000
-14.28191280 -8.88595009 -2.06530905 0.000000
-19.84435463 -12.34680080 -2.04476619 0.000000
-32.33257675 -20.11674881 -1.99568021 0.000000
-86.85121155 -54.03726578 -1.78546870 0.000000
-11.11993027 -6.97044516 -2.07863760 0.000000
-14.26973057 -8.94487381 -2.06787252 0.000000
-19.81361389 -12.42001534 -2.04587793 0.000000
-32.27687073 -20.23251534 -1.99641776 0.000000
-86.78005981 -54.39743042 -1.78774536 0.000000
-11.08977985 -7.00344658 -2.07737947 0.000000
-14.22876930 -8.98578930 -2.06629109 0.000000
-19.76236343 -12.48038006 -2.04489517 0.000000
-32.22810745 -20.35277939 -1.99761128 0.000000
-86.69302368 -54.74860382 -1.78972375 0.000000
-11.07719421 -7.04756117 -2.07943654 0.000000
-14.19882774 -9.03361511 -2.06632972 0.000000
-19.72135162 -12.54716873 -2.04499292 0.000000
-32.17472458 -20.47028542 -1.99854529 0.000000
-86.60491180 -55.10000229 -1.79170859 0.000000
-11.04444599 -7.07885647 -2.07773280 0.000000
-14.17348385 -9.08438969 -2.06706238 0.000000
-19.69955635 -12.62628555 -2.04711127 0.000000
-32.11766434 -20.58558083 -1.99927700 0.000000
-86.50875854 -55.44715118 -1.79355526 0.000000
-11.03253365 -7.12351990 -2.07997322 0.000000
-14.15105629 -9.13709736 -2.06824780 0.000000
-19.64389229 -12.68372726 -2.04573441 0.000000
-32.06191254 -20.70183182 -2.00011563 0.000000
-86.43719482 -55.81103134 -1.79594123 0.000000
-11.02441502 -7.17076397 -2.08296347 0.000000
-14.12083340 -9.18481064 -2.06831980 0.000000
-19.61374855 -12.75764465 -2.04703832 0.000000
-31.99929047 -20.81374550 -2.00055146 0.000000
-86.34938049 -56.16543198 -1.79801905 0.000000
-10.99030018 -7.20112753 -2.08106804 0.000000
-14.08562946 -9.22926712 -2.06768441 0.000000
-19.58097839 -12.82996082 -2.04809642 0.000000
-31.94314384 -20.92996979 -2.00141716 0.000000
-86.25092316 -56.51382446 -1.79990435 0.000000
-10.94952488 -7.22699881 -2.07792354 0.000000
-14.05732441 -9.27823544 -2.06808424 0.000000
-19.55010605 -12.90362835 -2.04938078 0.000000
-31.89426422 -21.05112457 -2.00276566 0.000000
-86.15594482 -56.86538696 -1.80189097 0.000000
-10.93894386 -7.27278614 -2.08053136 0.000000
-14.02362728 -9.32364559 -2.06771398 0.000000
-19.49734879 -12.96286488 -2.04839516 0.000000
-31.83171844 -21.16340256 -2.00328255 0.000000
-86.06336212 -57.21945572 -1.80395687 0.000000
-10.91798592 -7.31175756 -2.08119631 0.000000
-14.00846291 -9.38144493 -2.07010436 0.000000
-19.45823288 -13.03114700 -2.04886413 0.000000
-31.77135658 -21.27722549 -2.00396204 0.000000
-85.97476959 -57.57716370 -1.80613625 0.000000
-10.89724255 -7.35090780 -2.08192849 0.000000
-13.97755527 -9.42878151 -2.07019687 0.000000
-19.42512894 -13.10352898 -2.04999304 0.000000
-31.71710587 -21.39527702 -2.00505352 0.000000
-85.89160919 -57.93954468 -1.80846000 0.000000
-13.95050907 -9.47874928 -2.07088637 0.000000
-19.39516068 -13.17814636 -2.05148172 0.000000
-31.65248299 -21.50645065 -2.00551558 0.000000
-85.78458405 -58.28680038 -1.81031108 0.000000
-13.92035294 -9.52663422 -2.07113981 0.000000
-19.34800148 -13.24113941 -2.05117774 0.000000
-31.60402679 -21.62876320 -2.00702882 0.000000
-85.70677948 -58.65491867 -1.81280911 0.000000
-13.88889027 -9.57363701 -2.07122278 0.000000
-19.29999733 -13.30352211 -2.05080581 0.000000
-31.53801537 -21.73921013 -2.00745416 0.000000
-85.59950256 -59.00389099 -1.81471419 0.000000
-13.86097527 -9.62310886 -2.07185984 0.000000
-19.25846100 -13.37036228 -2.05114412 0.000000
-31.47609138 -21.85256386 -2.00816488 0.000000
-85.49790192 -59.35770035 -1.81676924 0.000000
-13.83717537 -9.67550087 -2.07313967 0.000000
-19.23139572 -13.44735241 -2.05305195 0.000000
-31.42907715 -21.97645569 -2.00985527 0.000000
-85.38938141 -59.70763397 -1.81870687 0.000000
-13.79884911 -9.71774960 -2.07226753 0.000000
-19.19019508 -13.51456928 -2.05347943 0.000000
-31.36120987 -22.08592606 -2.01023912 0.000000
-85.29301453 -60.06704712 -1.82093358 0.000000
-13.76799583 -9.76524067 -2.07253933 0.000000
-19.14364243 -13.57803154 -2.05335784 0.000000
-31.30019188 -22.20031929 -2.01108789 0.000000
-85.19010162 -60.42287064 -1.82305133 0.000000
-13.74454212 -9.81803703 -2.07395244 0.000000
-19.11663246 -13.65544224 -2.05536008 0.000000
-31.24420547 -22.31844139 -2.01228738 0.000000
-85.09534454 -60.78552628 -1.82537472 0.000000
-13.70410442 -9.85871029 -2.07282662 0.000000
-19.06118393 -13.71258354 -2.05433011 0.000000
-31.17789841 -22.42932892 -2.01284885 0.000000
-84.98635864 -61.13904953 -1.82742381 0.000000
-13.67589092 -9.90816498 -2.07357240 0.000000
-19.01289940 -13.77482128 -2.05409241 0.000000
-31.12090111 -22.54705238 -2.01403832 0.000000
-84.88432312 -61.49858475 -1.82965326 0.000000
-13.64164925 -9.95327282 -2.07342863 0.000000
-18.98574257 -13.85245132 -2.05616450 0.000000
-31.04253578 -22.64937592 -2.01387000 0.000000
-84.77800751 -61.85605621 -1.83182144 0.000000
-13.61927223 -10.00708961 -2.07511568 0.000000
-18.94618607 -13.92116737 -2.05692387 0.000000
-30.99723053 -22.77596474 -2.01587367 0.000000
-84.66850281 -62.21223068 -1.83395219 0.000000
-13.58008385 -10.04858208 -2.07426643 0.000000
-18.90347862 -13.98762703 -2.05736709 0.000000
-30.91928101 -22.87872124 -2.01578164 0.000000
-84.55867767 -62.56919098 -1.83610702 0.000000
-13.55038166 -10.09708595 -2.07488894 0.000000
-18.86045456 -14.05389404 -2.05780149 0.000000
-30.87382507 -23.00567436 -2.01783538 0.000000
-84.45233917 -62.92978287 -1.83836901 0.000000
-13.52742481 -10.15069580 -2.07657337 0.000000
-18.81599998 -14.11913109 -2.05810475 0.000000
-30.79576492 -23.10849380 -2.01778603 0.000000
-84.35467529 -63.29797363 -1.84085250 0.000000
-13.49010754 -10.19356918 -2.07607961 0.000000
-18.79163551 -14.19957733 -2.06063557 0.000000
-30.74182320 -23.22953224 -2.01934361 0.000000
-84.24220276 -63.65618134 -1.84304535 0.000000
-13.44775772 -10.23258018 -2.07483029 0.000000
-18.72807884 -14.25044918 -2.05889392 0.000000
-30.66025734 -23.32980347 -2.01911259 0.000000
-84.12615204 -64.01272583 -1.84519160 0.000000
-13.42726421 -10.28825378 -2.07697892 0.000000
-18.68328285 -14.31552601 -2.05923414 0.000000
-30.60982323 -23.45389366 -2.02095842 0.000000
-83.99979401 -64.36241913 -1.84714293 0.000000
-13.40008545 -10.33891773 -2.07812524 0.000000
-18.65118790 -14.39043808 -2.06100321 0.000000
-30.54354477 -23.56605911 -2.02178788 0.000000
-83.90777588 -64.73955536 -1.84988213 0.000000
-13.36339378 -10.38227081 -2.07782173 0.000000
-18.59216881 -14.44460392 -2.05982137 0.000000
-30.47776985 -23.67875099 -2.02267766 0.000000
-83.78526306 -65.09434509 -1.85198247 0.000000
-13.31836987 -10.41908646 -2.07624102 0.000000
-18.56145477 -14.52080059 -2.06180096 0.000000
-30.41087151 -23.79071045 -2.02352023 0.000000
-83.67475891 -65.45954895 -1.85438061 0.000000
-13.30390072 -10.47986031 -2.07945132 0.000000
-18.51410484 -14.58408642 -2.06196141 0.000000
-30.34166336 -23.90098953 -2.02423620 0.000000
-83.54487610 -65.81067657 -1.85638189 0.000000
-13.26974201 -10.52524281 -2.07961655 0.000000
-18.46737862 -14.64788342 -2.06221557 0.000000
-30.27662277 -24.01469231 -2.02525711 0.000000
-83.43262482 -66.17676544 -1.85880744 0.000000
-13.22880459 -10.56522274 -2.07874060 0.000000
-18.42781448 -14.71742630 -2.06329608 0.000000
